survey,question_concept_id,question,answer_concept_id,answer
Personal and Family Health History,1740601,"Including yourself, who in your family has had vitamin D deficiency? Select all that apply.",1740914,"Including yourself, who in your family has had vitamin D deficiency? - Son"
Personal and Family Health History,1740601,"Including yourself, who in your family has had vitamin D deficiency? Select all that apply.",1740923,"Including yourself, who in your family has had vitamin D deficiency? - Grandparent"
Personal and Family Health History,1740601,"Including yourself, who in your family has had vitamin D deficiency? Select all that apply.",1740971,"Including yourself, who in your family has had vitamin D deficiency? - Sibling"
Personal and Family Health History,1740601,"Including yourself, who in your family has had vitamin D deficiency? Select all that apply.",43529968,"Including yourself, who in your family has had vitamin D deficiency? - Self"
Personal and Family Health History,1740608,"Including yourself, who in your family has had acne? Select all that apply.",903096,PMI: Skip
Personal and Family Health History,1740608,"Including yourself, who in your family has had acne? Select all that apply.",1740743,"Including yourself, who in your family has had acne? - Father"
Personal and Family Health History,1740608,"Including yourself, who in your family has had acne? Select all that apply.",1740807,"Including yourself, who in your family has had acne? - Mother"
Personal and Family Health History,1740608,"Including yourself, who in your family has had acne? Select all that apply.",1740861,"Including yourself, who in your family has had acne? - Grandparent"
Personal and Family Health History,1740608,"Including yourself, who in your family has had acne? Select all that apply.",1740961,"Including yourself, who in your family has had acne? - Daughter"
Personal and Family Health History,1740608,"Including yourself, who in your family has had acne? Select all that apply.",1740981,"Including yourself, who in your family has had acne? - Son"
Personal and Family Health History,1740608,"Including yourself, who in your family has had acne? Select all that apply.",1740994,"Including yourself, who in your family has had acne? - Sibling"
Personal and Family Health History,1740608,"Including yourself, who in your family has had acne? Select all that apply.",43528355,"Including yourself, who in your family has had acne? - Self"
Personal and Family Health History,1740613,"Including yourself, who in your family has had prediabetes? Select all that apply.",903096,PMI: Skip
Personal and Family Health History,1740613,"Including yourself, who in your family has had prediabetes? Select all that apply.",1740765,"Including yourself, who in your family has had prediabetes? - Daughter"
Personal and Family Health History,1740613,"Including yourself, who in your family has had prediabetes? Select all that apply.",1740788,"Including yourself, who in your family has had prediabetes? - Sibling"
Personal and Family Health History,1740613,"Including yourself, who in your family has had prediabetes? Select all that apply.",1740793,"Including yourself, who in your family has had prediabetes? - Mother"
Personal and Family Health History,1740613,"Including yourself, who in your family has had prediabetes? Select all that apply.",1740897,"Including yourself, who in your family has had prediabetes? - Son"
Personal and Family Health History,1740613,"Including yourself, who in your family has had prediabetes? Select all that apply.",1740946,"Including yourself, who in your family has had prediabetes? - Father"
Personal and Family Health History,1740613,"Including yourself, who in your family has had prediabetes? Select all that apply.",1740984,"Including yourself, who in your family has had prediabetes? - Grandparent"
Personal and Family Health History,1740613,"Including yourself, who in your family has had prediabetes? Select all that apply.",43529727,"Including yourself, who in your family has had prediabetes? - Self"
Personal and Family Health History,1740617,"Including yourself, who in your family has had carpal tunnel syndrome? Select all that apply.",903096,PMI: Skip
Personal and Family Health History,1740617,"Including yourself, who in your family has had carpal tunnel syndrome? Select all that apply.",1740748,"Including yourself, who in your family has had carpal tunnel syndrome? - Mother"
Personal and Family Health History,1740617,"Including yourself, who in your family has had carpal tunnel syndrome? Select all that apply.",1740827,"Including yourself, who in your family has had carpal tunnel syndrome? - Son"
Personal and Family Health History,1740617,"Including yourself, who in your family has had carpal tunnel syndrome? Select all that apply.",1740848,"Including yourself, who in your family has had carpal tunnel syndrome? - Sibling"
Personal and Family Health History,1740617,"Including yourself, who in your family has had carpal tunnel syndrome? Select all that apply.",1740853,"Including yourself, who in your family has had carpal tunnel syndrome? - Father"
Personal and Family Health History,1740617,"Including yourself, who in your family has had carpal tunnel syndrome? Select all that apply.",1740884,"Including yourself, who in your family has had carpal tunnel syndrome? - Grandparent"
Personal and Family Health History,1740617,"Including yourself, who in your family has had carpal tunnel syndrome? Select all that apply.",1740909,"Including yourself, who in your family has had carpal tunnel syndrome? - Daughter"
Personal and Family Health History,1740617,"Including yourself, who in your family has had carpal tunnel syndrome? Select all that apply.",43528524,"Including yourself, who in your family has had carpal tunnel syndrome? - Self"
Personal and Family Health History,1740620,"Including yourself, who in your family has had acute kidney disease with no current dialysis? Select all that apply.",903096,PMI: Skip
Personal and Family Health History,1740620,"Including yourself, who in your family has had acute kidney disease with no current dialysis? Select all that apply.",1384395,"Including yourself, who in your family has had acute kidney disease with no current dialysis? - Self"
Personal and Family Health History,1740620,"Including yourself, who in your family has had acute kidney disease with no current dialysis? Select all that apply.",1740683,"Including yourself, who in your family has had acute kidney disease with no current dialysis? - Son"
Personal and Family Health History,1740620,"Including yourself, who in your family has had acute kidney disease with no current dialysis? Select all that apply.",1740723,"Including yourself, who in your family has had acute kidney disease with no current dialysis? - Sibling"
Personal and Family Health History,1740620,"Including yourself, who in your family has had acute kidney disease with no current dialysis? Select all that apply.",1740792,"Including yourself, who in your family has had acute kidney disease with no current dialysis? - Grandparent"
Personal and Family Health History,1740620,"Including yourself, who in your family has had acute kidney disease with no current dialysis? Select all that apply.",1740874,"Including yourself, who in your family has had acute kidney disease with no current dialysis? - Mother"
Personal and Family Health History,1740620,"Including yourself, who in your family has had acute kidney disease with no current dialysis? Select all that apply.",1740888,"Including yourself, who in your family has had acute kidney disease with no current dialysis? - Daughter"
Personal and Family Health History,1740620,"Including yourself, who in your family has had acute kidney disease with no current dialysis? Select all that apply.",1740911,"Including yourself, who in your family has had acute kidney disease with no current dialysis? - Father"
Personal and Family Health History,1740623,"Including yourself, who in your family has had other lung condition(s)? Select all that apply.",903096,PMI: Skip
Personal and Family Health History,1740623,"Including yourself, who in your family has had other lung condition(s)? Select all that apply.",1384564,"Including yourself, who in your family has had other lung condition(s)? - Self"
Personal and Family Health History,1740623,"Including yourself, who in your family has had other lung condition(s)? Select all that apply.",1740812,"Including yourself, who in your family has had other lung condition(s)? - Grandparent"
Personal and Family Health History,1740623,"Including yourself, who in your family has had other lung condition(s)? Select all that apply.",1740840,"Including yourself, who in your family has had other lung condition(s)? - Sibling"
Personal and Family Health History,1740623,"Including yourself, who in your family has had other lung condition(s)? Select all that apply.",1740868,"Including yourself, who in your family has had other lung condition(s)? - Daughter"
Personal and Family Health History,1740623,"Including yourself, who in your family has had other lung condition(s)? Select all that apply.",1740875,"Including yourself, who in your family has had other lung condition(s)? - Son"
Personal and Family Health History,1740623,"Including yourself, who in your family has had other lung condition(s)? Select all that apply.",1740895,"Including yourself, who in your family has had other lung condition(s)? - Mother"
Personal and Family Health History,1740623,"Including yourself, who in your family has had other lung condition(s)? Select all that apply.",1740989,"Including yourself, who in your family has had other lung condition(s)? - Father"
Personal and Family Health History,1740627,"Including yourself, who in your family has had traumatic brain injury (TBI)? Select all that apply.",903096,PMI: Skip
Personal and Family Health History,1740627,"Including yourself, who in your family has had traumatic brain injury (TBI)? Select all that apply.",1384496,"Including yourself, who in your family has had traumatic brain injury (TBI)? - Self"
Personal and Family Health History,1740627,"Including yourself, who in your family has had traumatic brain injury (TBI)? Select all that apply.",1740701,"Including yourself, who in your family has had traumatic brain injury (TBI)? - Daughter"
Personal and Family Health History,1740627,"Including yourself, who in your family has had traumatic brain injury (TBI)? Select all that apply.",1740795,"Including yourself, who in your family has had traumatic brain injury (TBI)? - Son"
Personal and Family Health History,1740627,"Including yourself, who in your family has had traumatic brain injury (TBI)? Select all that apply.",1740803,"Including yourself, who in your family has had traumatic brain injury (TBI)? - Mother"
Personal and Family Health History,1740627,"Including yourself, who in your family has had traumatic brain injury (TBI)? Select all that apply.",1740816,"Including yourself, who in your family has had traumatic brain injury (TBI)? - Sibling"
Personal and Family Health History,1740627,"Including yourself, who in your family has had traumatic brain injury (TBI)? Select all that apply.",1740926,"Including yourself, who in your family has had traumatic brain injury (TBI)? - Grandparent"
Personal and Family Health History,1740627,"Including yourself, who in your family has had traumatic brain injury (TBI)? Select all that apply.",1740929,"Including yourself, who in your family has had traumatic brain injury (TBI)? - Father"
Personal and Family Health History,1740628,"Including yourself, who in your family has had cerebral palsy? Select all that apply.",903096,PMI: Skip
Personal and Family Health History,1740628,"Including yourself, who in your family has had cerebral palsy? Select all that apply.",1384415,"Including yourself, who in your family has had cerebral palsy? - Self"
Personal and Family Health History,1740628,"Including yourself, who in your family has had cerebral palsy? Select all that apply.",1740707,"Including yourself, who in your family has had cerebral palsy? - Daughter"
Personal and Family Health History,1740628,"Including yourself, who in your family has had cerebral palsy? Select all that apply.",1740713,"Including yourself, who in your family has had cerebral palsy? - Sibling"
Personal and Family Health History,1740628,"Including yourself, who in your family has had cerebral palsy? Select all that apply.",1740717,"Including yourself, who in your family has had cerebral palsy? - Mother"
Personal and Family Health History,1740628,"Including yourself, who in your family has had cerebral palsy? Select all that apply.",1740809,"Including yourself, who in your family has had cerebral palsy? - Father"
Personal and Family Health History,1740628,"Including yourself, who in your family has had cerebral palsy? Select all that apply.",1740903,"Including yourself, who in your family has had cerebral palsy? - Son"
Personal and Family Health History,1740628,"Including yourself, who in your family has had cerebral palsy? Select all that apply.",1740992,"Including yourself, who in your family has had cerebral palsy? - Grandparent"
Personal and Family Health History,1740629,"Including yourself, who in your family has had an enlarged prostate? Select all that apply.",903096,PMI: Skip
Personal and Family Health History,1740629,"Including yourself, who in your family has had an enlarged prostate? Select all that apply.",1740702,"Including yourself, who in your family has had an enlarged prostate? - Grandparent"
Personal and Family Health History,1740629,"Including yourself, who in your family has had an enlarged prostate? Select all that apply.",1740797,"Including yourself, who in your family has had an enlarged prostate? - Sibling"
Personal and Family Health History,1740629,"Including yourself, who in your family has had an enlarged prostate? Select all that apply.",1740881,"Including yourself, who in your family has had an enlarged prostate? - Father"
Personal and Family Health History,1740629,"Including yourself, who in your family has had an enlarged prostate? Select all that apply.",1740972,"Including yourself, who in your family has had an enlarged prostate? - Son"
Personal and Family Health History,1740629,"Including yourself, who in your family has had an enlarged prostate? Select all that apply.",43528684,"Including yourself, who in your family has had an enlarged prostate? - Self"
Personal and Family Health History,1740630,"Including yourself, who in your family has had other digestive condition? Select all that apply.",903096,PMI: Skip
Personal and Family Health History,1740630,"Including yourself, who in your family has had other digestive condition? Select all that apply.",1384594,"Including yourself, who in your family has had other digestive condition? - Self"
Personal and Family Health History,1740630,"Including yourself, who in your family has had other digestive condition? Select all that apply.",1740887,"Including yourself, who in your family has had other digestive condition? - Son"
Personal and Family Health History,1740630,"Including yourself, who in your family has had other digestive condition? Select all that apply.",1740912,"Including yourself, who in your family has had other digestive condition? - Daughter"
Personal and Family Health History,1740630,"Including yourself, who in your family has had other digestive condition? Select all that apply.",1740917,"Including yourself, who in your family has had other digestive condition? - Grandparent"
Personal and Family Health History,1740630,"Including yourself, who in your family has had other digestive condition? Select all that apply.",1740937,"Including yourself, who in your family has had other digestive condition? - Sibling"
Personal and Family Health History,1740630,"Including yourself, who in your family has had other digestive condition? Select all that apply.",1740941,"Including yourself, who in your family has had other digestive condition? - Mother"
Personal and Family Health History,1740630,"Including yourself, who in your family has had other digestive condition? Select all that apply.",1740945,"Including yourself, who in your family has had other digestive condition? - Father"
Personal and Family Health History,1740636,"Including yourself, who in your family has had other hearing or eye condition(s)? Select all that apply.",903096,PMI: Skip
Personal and Family Health History,1740636,"Including yourself, who in your family has had other hearing or eye condition(s)? Select all that apply.",1384428,"Including yourself, who in your family has had other hearing or eye condition(s)? - Self"
Personal and Family Health History,1740636,"Including yourself, who in your family has had other hearing or eye condition(s)? Select all that apply.",1740825,"Including yourself, who in your family has had other hearing or eye condition(s)? - Son"
Personal and Family Health History,1740636,"Including yourself, who in your family has had other hearing or eye condition(s)? Select all that apply.",1740829,"Including yourself, who in your family has had other hearing or eye condition(s)? - Mother"
Personal and Family Health History,1740636,"Including yourself, who in your family has had other hearing or eye condition(s)? Select all that apply.",1740896,"Including yourself, who in your family has had other hearing or eye condition(s)? - Grandparent"
Personal and Family Health History,1740636,"Including yourself, who in your family has had other hearing or eye condition(s)? Select all that apply.",1740930,"Including yourself, who in your family has had other hearing or eye condition(s)? - Father"
Personal and Family Health History,1740636,"Including yourself, who in your family has had other hearing or eye condition(s)? Select all that apply.",1740975,"Including yourself, who in your family has had other hearing or eye condition(s)? - Daughter"
Personal and Family Health History,1740636,"Including yourself, who in your family has had other hearing or eye condition(s)? Select all that apply.",1740987,"Including yourself, who in your family has had other hearing or eye condition(s)? - Sibling"
Personal and Family Health History,1740637,"Including yourself, who in your family has had other arthritis? Select all that apply.",903096,PMI: Skip
Personal and Family Health History,1740637,"Including yourself, who in your family has had other arthritis? Select all that apply.",1384452,"Including yourself, who in your family has had other arthritis? - Self"
Personal and Family Health History,1740637,"Including yourself, who in your family has had other arthritis? Select all that apply.",1740737,"Including yourself, who in your family has had other arthritis? - Father"
Personal and Family Health History,1740637,"Including yourself, who in your family has had other arthritis? Select all that apply.",1740813,"Including yourself, who in your family has had other arthritis? - Son"
Personal and Family Health History,1740637,"Including yourself, who in your family has had other arthritis? Select all that apply.",1740862,"Including yourself, who in your family has had other arthritis? - Sibling"
Personal and Family Health History,1740637,"Including yourself, who in your family has had other arthritis? Select all that apply.",1740910,"Including yourself, who in your family has had other arthritis? - Mother"
Personal and Family Health History,1740637,"Including yourself, who in your family has had other arthritis? Select all that apply.",1740963,"Including yourself, who in your family has had other arthritis? - Daughter"
Personal and Family Health History,1740637,"Including yourself, who in your family has had other arthritis? Select all that apply.",1740969,"Including yourself, who in your family has had other arthritis? - Grandparent"
Personal and Family Health History,1740643,"Including yourself, who in your family has had other mental or substance use condition? Select all that apply.",903096,PMI: Skip
Personal and Family Health History,1740643,"Including yourself, who in your family has had other mental or substance use condition? Select all that apply.",1384549,"Including yourself, who in your family has had other mental or substance use condition? - Self"
Personal and Family Health History,1740643,"Including yourself, who in your family has had other mental or substance use condition? Select all that apply.",1740752,"Including yourself, who in your family has had other mental or substance use condition? - Father"
Personal and Family Health History,1740643,"Including yourself, who in your family has had other mental or substance use condition? Select all that apply.",1740756,"Including yourself, who in your family has had other mental or substance use condition? - Mother"
Personal and Family Health History,1740643,"Including yourself, who in your family has had other mental or substance use condition? Select all that apply.",1740851,"Including yourself, who in your family has had other mental or substance use condition? - Grandparent"
Personal and Family Health History,1740643,"Including yourself, who in your family has had other mental or substance use condition? Select all that apply.",1740906,"Including yourself, who in your family has had other mental or substance use condition? - Son"
Personal and Family Health History,1740643,"Including yourself, who in your family has had other mental or substance use condition? Select all that apply.",1740933,"Including yourself, who in your family has had other mental or substance use condition? - Sibling"
Personal and Family Health History,1740643,"Including yourself, who in your family has had other mental or substance use condition? Select all that apply.",1740949,"Including yourself, who in your family has had other mental or substance use condition? - Daughter"
Personal and Family Health History,1740644,"Including yourself, who in your family has had nearsightedness? Select all that apply.",903096,PMI: Skip
Personal and Family Health History,1740644,"Including yourself, who in your family has had nearsightedness? Select all that apply.",1740772,"Including yourself, who in your family has had nearsightedness? - Mother"
Personal and Family Health History,1740644,"Including yourself, who in your family has had nearsightedness? Select all that apply.",1740801,"Including yourself, who in your family has had nearsightedness? - Son"
Personal and Family Health History,1740644,"Including yourself, who in your family has had nearsightedness? Select all that apply.",1740849,"Including yourself, who in your family has had nearsightedness? - Daughter"
Personal and Family Health History,1740644,"Including yourself, who in your family has had nearsightedness? Select all that apply.",1740885,"Including yourself, who in your family has had nearsightedness? - Father"
Personal and Family Health History,1740644,"Including yourself, who in your family has had nearsightedness? Select all that apply.",1740938,"Including yourself, who in your family has had nearsightedness? - Grandparent"
Personal and Family Health History,1740644,"Including yourself, who in your family has had nearsightedness? Select all that apply.",1740943,"Including yourself, who in your family has had nearsightedness? - Sibling"
Personal and Family Health History,1740644,"Including yourself, who in your family has had nearsightedness? Select all that apply.",43529265,"Including yourself, who in your family has had nearsightedness? - Self"
Personal and Family Health History,1740645,"Including yourself, who in your family has had dry eyes? Select all that apply.",903096,PMI: Skip
Personal and Family Health History,1740645,"Including yourself, who in your family has had dry eyes? Select all that apply.",1740691,"Including yourself, who in your family has had dry eyes? - Sibling"
Personal and Family Health History,1740645,"Including yourself, who in your family has had dry eyes? Select all that apply.",1740721,"Including yourself, who in your family has had dry eyes? - Grandparent"
Personal and Family Health History,1740645,"Including yourself, who in your family has had dry eyes? Select all that apply.",1740787,"Including yourself, who in your family has had dry eyes? - Father"
Personal and Family Health History,1740645,"Including yourself, who in your family has had dry eyes? Select all that apply.",1740799,"Including yourself, who in your family has had dry eyes? - Mother"
Personal and Family Health History,1740645,"Including yourself, who in your family has had dry eyes? Select all that apply.",1740859,"Including yourself, who in your family has had dry eyes? - Daughter"
Personal and Family Health History,1740645,"Including yourself, who in your family has had dry eyes? Select all that apply.",1740997,"Including yourself, who in your family has had dry eyes? - Son"
Personal and Family Health History,1740645,"Including yourself, who in your family has had dry eyes? Select all that apply.",43528659,"Including yourself, who in your family has had dry eyes? - Self"
Personal and Family Health History,1740650,"Including yourself, who in your family has had kidney disease with dialysis? Select all that apply.",903096,PMI: Skip
Personal and Family Health History,1740650,"Including yourself, who in your family has had kidney disease with dialysis? Select all that apply.",1384563,"Including yourself, who in your family has had kidney disease with dialysis? - Self"
Personal and Family Health History,1740650,"Including yourself, who in your family has had kidney disease with dialysis? Select all that apply.",1740689,"Including yourself, who in your family has had kidney disease with dialysis? - Son"
Personal and Family Health History,1740650,"Including yourself, who in your family has had kidney disease with dialysis? Select all that apply.",1740754,"Including yourself, who in your family has had kidney disease with dialysis? - Sibling"
Personal and Family Health History,1740650,"Including yourself, who in your family has had kidney disease with dialysis? Select all that apply.",1740759,"Including yourself, who in your family has had kidney disease with dialysis? - Grandparent"
Personal and Family Health History,1740650,"Including yourself, who in your family has had kidney disease with dialysis? Select all that apply.",1740814,"Including yourself, who in your family has had kidney disease with dialysis? - Mother"
Personal and Family Health History,1740650,"Including yourself, who in your family has had kidney disease with dialysis? Select all that apply.",1740864,"Including yourself, who in your family has had kidney disease with dialysis? - Father"
Personal and Family Health History,1740650,"Including yourself, who in your family has had kidney disease with dialysis? Select all that apply.",1740901,"Including yourself, who in your family has had kidney disease with dialysis? - Daughter"
Personal and Family Health History,1740655,"Including yourself, who in your family has had a social phobia? Select all that apply.",903096,PMI: Skip
Personal and Family Health History,1740655,"Including yourself, who in your family has had a social phobia? Select all that apply.",1384464,"Including yourself, who in your family has had a social phobia? - Self"
Personal and Family Health History,1740655,"Including yourself, who in your family has had a social phobia? Select all that apply.",1740733,"Including yourself, who in your family has had a social phobia? - Grandparent"
Personal and Family Health History,1740655,"Including yourself, who in your family has had a social phobia? Select all that apply.",1740746,"Including yourself, who in your family has had a social phobia? - Mother"
Personal and Family Health History,1740655,"Including yourself, who in your family has had a social phobia? Select all that apply.",1740783,"Including yourself, who in your family has had a social phobia? - Daughter"
Personal and Family Health History,1740655,"Including yourself, who in your family has had a social phobia? Select all that apply.",1740877,"Including yourself, who in your family has had a social phobia? - Father"
Personal and Family Health History,1740655,"Including yourself, who in your family has had a social phobia? Select all that apply.",1740934,"Including yourself, who in your family has had a social phobia? - Son"
Personal and Family Health History,1740655,"Including yourself, who in your family has had a social phobia? Select all that apply.",1740976,"Including yourself, who in your family has had a social phobia? - Sibling"
Personal and Family Health History,1740659,"Including yourself, who in your family has had a personality disorder? Select all that apply.",903096,PMI: Skip
Personal and Family Health History,1740659,"Including yourself, who in your family has had a personality disorder? Select all that apply.",1384622,"Including yourself, who in your family has had a personality disorder? - Self"
Personal and Family Health History,1740659,"Including yourself, who in your family has had a personality disorder? Select all that apply.",1740692,"Including yourself, who in your family has had a personality disorder? - Daughter"
Personal and Family Health History,1740659,"Including yourself, who in your family has had a personality disorder? Select all that apply.",1740699,"Including yourself, who in your family has had a personality disorder? - Mother"
Personal and Family Health History,1740659,"Including yourself, who in your family has had a personality disorder? Select all that apply.",1740711,"Including yourself, who in your family has had a personality disorder? - Father"
Personal and Family Health History,1740659,"Including yourself, who in your family has had a personality disorder? Select all that apply.",1740867,"Including yourself, who in your family has had a personality disorder? - Son"
Personal and Family Health History,1740659,"Including yourself, who in your family has had a personality disorder? Select all that apply.",1740882,"Including yourself, who in your family has had a personality disorder? - Grandparent"
Personal and Family Health History,1740659,"Including yourself, who in your family has had a personality disorder? Select all that apply.",1740959,"Including yourself, who in your family has had a personality disorder? - Sibling"
Personal and Family Health History,1740660,"Including yourself, who in your family has had attention-deficit/hyperactivity disorder (ADHD)? Select all that apply.",903096,PMI: Skip
Personal and Family Health History,1740660,"Including yourself, who in your family has had attention-deficit/hyperactivity disorder (ADHD)? Select all that apply.",1384510,"Including yourself, who in your family has had attention-deficit/hyperactivity disorder (ADHD)? - Self"
Personal and Family Health History,1740660,"Including yourself, who in your family has had attention-deficit/hyperactivity disorder (ADHD)? Select all that apply.",1740682,"Including yourself, who in your family has had attention-deficit/hyperactivity disorder (ADHD)? - Sibling"
Personal and Family Health History,1740660,"Including yourself, who in your family has had attention-deficit/hyperactivity disorder (ADHD)? Select all that apply.",1740761,"Including yourself, who in your family has had attention-deficit/hyperactivity disorder (ADHD)? - Son"
Personal and Family Health History,1740660,"Including yourself, who in your family has had attention-deficit/hyperactivity disorder (ADHD)? Select all that apply.",1740802,"Including yourself, who in your family has had attention-deficit/hyperactivity disorder (ADHD)? - Father"
Personal and Family Health History,1740660,"Including yourself, who in your family has had attention-deficit/hyperactivity disorder (ADHD)? Select all that apply.",1740822,"Including yourself, who in your family has had attention-deficit/hyperactivity disorder (ADHD)? - Daughter"
Personal and Family Health History,1740660,"Including yourself, who in your family has had attention-deficit/hyperactivity disorder (ADHD)? Select all that apply.",1740841,"Including yourself, who in your family has had attention-deficit/hyperactivity disorder (ADHD)? - Grandparent"
Personal and Family Health History,1740660,"Including yourself, who in your family has had attention-deficit/hyperactivity disorder (ADHD)? Select all that apply.",1740985,"Including yourself, who in your family has had attention-deficit/hyperactivity disorder (ADHD)? - Mother"
Personal and Family Health History,1740662,Are you still seeing a doctor or health care provider for aortic aneurysm?,1740703,Are you still seeing a doctor or health care provider for aortic aneurysm? - Yes
Personal and Family Health History,1740662,Are you still seeing a doctor or health care provider for aortic aneurysm?,1740922,Are you still seeing a doctor or health care provider for aortic aneurysm? - No
Personal and Family Health History,1740663,"Including yourself, who in your family has had bowel obstruction? Select all that apply.",903096,PMI: Skip
Personal and Family Health History,1740663,"Including yourself, who in your family has had bowel obstruction? Select all that apply.",1384417,"Including yourself, who in your family has had bowel obstruction? - Self"
Personal and Family Health History,1740663,"Including yourself, who in your family has had bowel obstruction? Select all that apply.",1740719,"Including yourself, who in your family has had bowel obstruction? - Grandparent"
Personal and Family Health History,1740663,"Including yourself, who in your family has had bowel obstruction? Select all that apply.",1740766,"Including yourself, who in your family has had bowel obstruction? - Sibling"
Personal and Family Health History,1740663,"Including yourself, who in your family has had bowel obstruction? Select all that apply.",1740780,"Including yourself, who in your family has had bowel obstruction? - Mother"
Personal and Family Health History,1740663,"Including yourself, who in your family has had bowel obstruction? Select all that apply.",1740786,"Including yourself, who in your family has had bowel obstruction? - Son"
Personal and Family Health History,1740663,"Including yourself, who in your family has had bowel obstruction? Select all that apply.",1740826,"Including yourself, who in your family has had bowel obstruction? - Father"
Personal and Family Health History,1740663,"Including yourself, who in your family has had bowel obstruction? Select all that apply.",1740844,"Including yourself, who in your family has had bowel obstruction? - Daughter"
Personal and Family Health History,1740664,"Including yourself, who in your family has had other bone, joint, or muscle condition(s)? Select all that apply.",903096,PMI: Skip
Personal and Family Health History,1740664,"Including yourself, who in your family has had other bone, joint, or muscle condition(s)? Select all that apply.",1384471,"Including yourself, who in your family has had other bone, joint, or muscle condition(s)? - Self"
Personal and Family Health History,1740664,"Including yourself, who in your family has had other bone, joint, or muscle condition(s)? Select all that apply.",1740725,"Including yourself, who in your family has had other bone, joint, or muscle condition(s)? - Son"
Personal and Family Health History,1740664,"Including yourself, who in your family has had other bone, joint, or muscle condition(s)? Select all that apply.",1740751,"Including yourself, who in your family has had other bone, joint, or muscle condition(s)? - Grandparent"
Personal and Family Health History,1740664,"Including yourself, who in your family has had other bone, joint, or muscle condition(s)? Select all that apply.",1740781,"Including yourself, who in your family has had other bone, joint, or muscle condition(s)? - Daughter"
Personal and Family Health History,1740664,"Including yourself, who in your family has had other bone, joint, or muscle condition(s)? Select all that apply.",1740931,"Including yourself, who in your family has had other bone, joint, or muscle condition(s)? - Mother"
Personal and Family Health History,1740664,"Including yourself, who in your family has had other bone, joint, or muscle condition(s)? Select all that apply.",1740942,"Including yourself, who in your family has had other bone, joint, or muscle condition(s)? - Sibling"
Personal and Family Health History,1740664,"Including yourself, who in your family has had other bone, joint, or muscle condition(s)? Select all that apply.",1740983,"Including yourself, who in your family has had other bone, joint, or muscle condition(s)? - Father"
Personal and Family Health History,1740668,"Including yourself, who in your family has had obesity? Select all that apply.",903096,PMI: Skip
Personal and Family Health History,1740668,"Including yourself, who in your family has had obesity? Select all that apply.",43529589,"Including yourself, who in your family has had obesity? - Daughter"
Personal and Family Health History,1740668,"Including yourself, who in your family has had obesity? Select all that apply.",43529591,"Including yourself, who in your family has had obesity? - Father"
Personal and Family Health History,1740668,"Including yourself, who in your family has had obesity? Select all that apply.",43529592,"Including yourself, who in your family has had obesity? - Grandparent"
Personal and Family Health History,1740668,"Including yourself, who in your family has had obesity? Select all that apply.",43529593,"Including yourself, who in your family has had obesity? - Mother"
Personal and Family Health History,1740668,"Including yourself, who in your family has had obesity? Select all that apply.",43529594,"Including yourself, who in your family has had obesity? - Self"
Personal and Family Health History,1740668,"Including yourself, who in your family has had obesity? Select all that apply.",43529595,"Including yourself, who in your family has had obesity? - Sibling"
Personal and Family Health History,1740668,"Including yourself, who in your family has had obesity? Select all that apply.",43529596,"Including yourself, who in your family has had obesity? - Son"
Personal and Family Health History,1740671,"Including yourself, who in your family has had concussion or loss of consciousness? Select all that apply.",903096,PMI: Skip
Personal and Family Health History,1740671,"Including yourself, who in your family has had concussion or loss of consciousness? Select all that apply.",1384402,"Including yourself, who in your family has had concussion or loss of consciousness? - Self"
Personal and Family Health History,1740671,"Including yourself, who in your family has had concussion or loss of consciousness? Select all that apply.",1740693,"Including yourself, who in your family has had concussion or loss of consciousness? - Daughter"
Personal and Family Health History,1740671,"Including yourself, who in your family has had concussion or loss of consciousness? Select all that apply.",1740706,"Including yourself, who in your family has had concussion or loss of consciousness? - Son"
Personal and Family Health History,1740671,"Including yourself, who in your family has had concussion or loss of consciousness? Select all that apply.",1740730,"Including yourself, who in your family has had concussion or loss of consciousness? - Sibling"
Personal and Family Health History,1740671,"Including yourself, who in your family has had concussion or loss of consciousness? Select all that apply.",1740790,"Including yourself, who in your family has had concussion or loss of consciousness? - Grandparent"
Personal and Family Health History,1740671,"Including yourself, who in your family has had concussion or loss of consciousness? Select all that apply.",1740832,"Including yourself, who in your family has had concussion or loss of consciousness? - Mother"
Personal and Family Health History,1740671,"Including yourself, who in your family has had concussion or loss of consciousness? Select all that apply.",1740996,"Including yourself, who in your family has had concussion or loss of consciousness? - Father"
Personal and Family Health History,1740673,About how old were you when you were first told you had aortic aneurysm?,903096,PMI: Skip
Personal and Family Health History,1740673,About how old were you when you were first told you had aortic aneurysm?,1740731,About how old were you when you were first told you had aortic aneurysm? - Child (0-11)
Personal and Family Health History,1740673,About how old were you when you were first told you had aortic aneurysm?,1740758,About how old were you when you were first told you had aortic aneurysm? - Adult (18-64)
Personal and Family Health History,1740673,About how old were you when you were first told you had aortic aneurysm?,1740773,About how old were you when you were first told you had aortic aneurysm? - Older adult (65-74)
Personal and Family Health History,1740673,About how old were you when you were first told you had aortic aneurysm?,1740820,About how old were you when you were first told you had aortic aneurysm? - Adolescent (12-17)
Personal and Family Health History,1740673,About how old were you when you were first told you had aortic aneurysm?,1740960,About how old were you when you were first told you had aortic aneurysm? - Elderly (75+)
Personal and Family Health History,1740675,"Including yourself, who in your family has had astigmatism? Select all that apply.",903096,PMI: Skip
